material_id,common_name,uns_number,aisi_grade,material_class,condition,yield_strength_MPa,ultimate_tensile_strength_MPa,elongation_percent,hardness_HB,hardness_shore_d,fatigue_limit_MPa,elastic_modulus_GPa,density_kg_m3,max_service_temp_C,min_service_temp_C,max_continuous_use_temp_C,corrosion_seawater,corrosion_acidic,corrosion_alkaline,corrosion_atmospheric,corrosion_high_temp,chemical_resistance_solvents,chemical_resistance_acids,chemical_resistance_alkalis,chemical_resistance_fuels,weldability,weldability_notes,joining_method,machinability_index,flammability,water_absorption_percent,uv_resistance,cost_class,approx_cost_usd_per_kg,availability,stock_forms,fatigue_rating,typical_applications,key_warnings,sources,description_text,stress_table_id
kag_e5e86b512858,Grey cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,250,250,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,85.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Grey cast iron is a cast iron (ISO standard). Ultimate tensile strength 250 MPa, yield strength 250 MPa. Also elastic modulus 85.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_db4673c07a11,Grey cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,300,300,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,85.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Grey cast iron is a cast iron (ISO standard). Ultimate tensile strength 300 MPa, yield strength 300 MPa. Also elastic modulus 85.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_ab6b9b6c0ca4,Grey cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,350,350,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,85.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Grey cast iron is a cast iron (ISO standard). Ultimate tensile strength 350 MPa, yield strength 350 MPa. Also elastic modulus 85.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_7dbfb04c1fc6,Nodular cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,320,500,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,169.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Nodular cast iron is a cast iron (ISO standard). Ultimate tensile strength 500 MPa, yield strength 320 MPa. Also elastic modulus 169.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_116555fa870f,Nodular cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,370,600,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,169.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Nodular cast iron is a cast iron (ISO standard). Ultimate tensile strength 600 MPa, yield strength 370 MPa. Also elastic modulus 169.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_7e6649032ab1,Nodular cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,420,700,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,169.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Nodular cast iron is a cast iron (ISO standard). Ultimate tensile strength 700 MPa, yield strength 420 MPa. Also elastic modulus 169.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_d3f1a1c80703,Nodular cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,480,800,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,169.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Nodular cast iron is a cast iron (ISO standard). Ultimate tensile strength 800 MPa, yield strength 480 MPa. Also elastic modulus 169.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_0523743e36a3,Malleable cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,180,400,4,NOT_FOUND,NOT_FOUND,NOT_FOUND,160.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Malleable cast iron is a cast iron (ISO standard). Ultimate tensile strength 400 MPa, yield strength 180 MPa. Also elongation 4%, elastic modulus 160.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_4e3dcefbb920,Malleable cast iron,NOT_FOUND,NOT_FOUND,cast_iron,as_supplied,260,500,4,NOT_FOUND,NOT_FOUND,NOT_FOUND,160.0,7160,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (ISO),"Malleable cast iron is a cast iron (ISO standard). Ultimate tensile strength 500 MPa, yield strength 260 MPa. Also elongation 4%, elastic modulus 160.0 GPa, density 7160 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_fe7ff532746e,DIN 9SMn28,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,375,460,8,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN 9SMn28 is a carbon steel medium (DIN standard). Ultimate tensile strength 460 MPa, yield strength 375 MPa. Also elongation 8%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_2c6dec2c5421,DIN 10S2O,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,355,460,9,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN 10S2O is a carbon steel medium (DIN standard). Ultimate tensile strength 460 MPa, yield strength 355 MPa. Also elongation 9%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_5b4e7df92c26,DIN 35S20,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,365,580,16,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN 35S20 is a carbon steel medium (DIN standard). Ultimate tensile strength 580 MPa, yield strength 365 MPa. Also elongation 16%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_753d817841d2,DIN USt1303,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,250,270,34,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN USt1303 is a carbon steel medium (DIN standard). Ultimate tensile strength 270 MPa, yield strength 250 MPa. Also elongation 34%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_daf3736c7e6d,DIN St1405,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,210,270,38,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St1405 is a carbon steel medium (DIN standard). Ultimate tensile strength 270 MPa, yield strength 210 MPa. Also elongation 38%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_153048b527fe,DIN USt34-2,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,195,330,28,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN USt34-2 is a carbon steel medium (DIN standard). Ultimate tensile strength 330 MPa, yield strength 195 MPa. Also elongation 28%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_5036373a6396,DIN St34-2BK,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,320,410,6,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St34-2BK is a carbon steel medium (DIN standard). Ultimate tensile strength 410 MPa, yield strength 320 MPa. Also elongation 6%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_46d4e5eb4cdb,DIN St37.0,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,225,350,25,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St37.0 is a carbon steel medium (DIN standard). Ultimate tensile strength 350 MPa, yield strength 225 MPa. Also elongation 25%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_95c62314d552,DIN HI,NOT_FOUND,NOT_FOUND,alloy_steel,as_supplied,225,360,25,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN HI is a alloy steel (DIN standard). Ultimate tensile strength 360 MPa, yield strength 225 MPa. Also elongation 25%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_6ca0a8468f46,DIN St37-2,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,225,340,26,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St37-2 is a carbon steel medium (DIN standard). Ultimate tensile strength 340 MPa, yield strength 225 MPa. Also elongation 26%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_92592623d229,DIN St37-2BK,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,350,440,6,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St37-2BK is a carbon steel medium (DIN standard). Ultimate tensile strength 440 MPa, yield strength 350 MPa. Also elongation 6%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_47cc051c3b76,DIN RSt37-2,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,225,340,26,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN RSt37-2 is a carbon steel medium (DIN standard). Ultimate tensile strength 340 MPa, yield strength 225 MPa. Also elongation 26%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_460865409e8f,DIN St37-3,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,225,340,26,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St37-3 is a carbon steel medium (DIN standard). Ultimate tensile strength 340 MPa, yield strength 225 MPa. Also elongation 26%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_c8ed00d82df5,DIN HII,NOT_FOUND,NOT_FOUND,alloy_steel,as_supplied,255,410,23,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN HII is a alloy steel (DIN standard). Ultimate tensile strength 410 MPa, yield strength 255 MPa. Also elongation 23%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_1291522db479,DIN St44-2,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,265,410,22,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St44-2 is a carbon steel medium (DIN standard). Ultimate tensile strength 410 MPa, yield strength 265 MPa. Also elongation 22%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_060b53cebc61,DIN St44.0,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,265,420,21,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St44.0 is a carbon steel medium (DIN standard). Ultimate tensile strength 420 MPa, yield strength 265 MPa. Also elongation 21%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_b800c69322cc,DIN St44-3,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,265,410,22,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St44-3 is a carbon steel medium (DIN standard). Ultimate tensile strength 410 MPa, yield strength 265 MPa. Also elongation 22%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_de3bbe827804,DIN St50-2,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,285,470,20,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St50-2 is a carbon steel medium (DIN standard). Ultimate tensile strength 470 MPa, yield strength 285 MPa. Also elongation 20%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_9d142f88a133,DIN St52-3,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,345,490,22,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St52-3 is a carbon steel medium (DIN standard). Ultimate tensile strength 490 MPa, yield strength 345 MPa. Also elongation 22%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
kag_e8c08c4798d6,DIN St52.0,NOT_FOUND,NOT_FOUND,carbon_steel_medium,as_supplied,345,500,21,NOT_FOUND,NOT_FOUND,NOT_FOUND,206.0,7860,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,NOT_FOUND,Kaggle mechanical properties dataset (DIN),"DIN St52.0 is a carbon steel medium (DIN standard). Ultimate tensile strength 500 MPa, yield strength 345 MPa. Also elongation 21%, elastic modulus 206.0 GPa, density 7860 kg/m3. Mechanical property data only — no corrosion, cost, or service-temperature data is available for this entry.",
