material_id,common_name,uns_number,aisi_grade,material_class,condition,yield_strength_MPa,ultimate_tensile_strength_MPa,elongation_percent,hardness_HB,hardness_shore_d,fatigue_limit_MPa,elastic_modulus_GPa,density_kg_m3,max_service_temp_C,min_service_temp_C,max_continuous_use_temp_C,corrosion_seawater,corrosion_acidic,corrosion_alkaline,corrosion_atmospheric,corrosion_high_temp,chemical_resistance_solvents,chemical_resistance_acids,chemical_resistance_alkalis,chemical_resistance_fuels,weldability,weldability_notes,joining_method,machinability_index,flammability,water_absorption_percent,uv_resistance,cost_class,approx_cost_usd_per_kg,availability,stock_forms,fatigue_rating,typical_applications,key_warnings,sources,description_text,stress_table_id
pl_abs_uv,ABS (UV-Stabilized),NOT_FOUND,NOT_FOUND,plastic_thermoplastic,uv_stabilized,38,43,20,NOT_FOUND,75,NOT_FOUND,2.3,1050,85,-40,85,4,3,3,5,1,1,3,3,2,3,Ultrasonic or hot-plate welding. Solvent bonding with MEK or acetone.,ultrasonic_welding|solvent_bonding|adhesive|mechanical_fastening,NOT_FOUND,HB,0.3,4,2,3-6,4,sheet|rod|injection_molded,2,Outdoor enclosures; garden equipment; automotive exterior trim; outdoor signage; electrical housings exposed to sunlight.,Better UV resistance than standard ABS but still not as good as ASA or PC. Slightly lower mechanical properties than general ABS. Same solvent sensitivity.,Kalpakjian Ch.10|Cardarelli §4.1|MatWeb,"ABS (UV-Stabilized) is a plastic_thermoplastic with a yield strength of 38 MPa. Improved outdoor UV resistance vs standard ABS. Typical applications include: Outdoor enclosures, garden equipment, automotive exterior trim. Key engineering considerations: Better UV resistance than standard ABS but still limited. Same solvent sensitivity as standard ABS.",
pl_nylon66,"Nylon 6/6 (PA66, Dry)",NOT_FOUND,NOT_FOUND,plastic_thermoplastic,dry_as_molded,83,82,60,NOT_FOUND,80,NOT_FOUND,3.0,1140,150,-40,105,4,2,2,4,1,2,2,4,3,3,Ultrasonic welding. Hot-plate welding. Adhesive bonding with epoxy or cyanoacrylate.,ultrasonic_welding|hot_plate_welding|adhesive|mechanical_fastening,NOT_FOUND,V-2,1.5,3,2,4-8,5,rod|bar|sheet|tube|injection_molded,3,Gears; bearings; bushings; structural brackets; cable ties; automotive under-hood parts; conveyor components.,Absorbs moisture significantly (up to 8.5% at saturation) - strength and stiffness drop 30-40% when wet. Dry-as-molded properties are best-case. Attacked by strong acids and oxidizing agents. Swells in contact with some fuels.,Kalpakjian Ch.10|Shigley A-26|Cardarelli §4.1|MatWeb,"Nylon 6/6 (PA66, Dry) is a plastic_thermoplastic with a yield strength of 83 MPa (dry). Chemical resistance to solvents is fair (2/5). Typical applications include: Gears, bearings, bushings, structural brackets, cable ties, automotive under-hood parts. Key engineering considerations: Absorbs moisture significantly - strength drops 30-40% when wet. Always specify wet or dry conditions for design.",
pl_nylon66_wet,"Nylon 6/6 (PA66, Moisture Conditioned)",NOT_FOUND,NOT_FOUND,plastic_thermoplastic,moisture_conditioned,55,75,150,NOT_FOUND,75,NOT_FOUND,1.8,1140,150,-40,105,4,2,2,4,1,2,2,4,3,3,Ultrasonic welding. Hot-plate welding. Adhesive bonding.,ultrasonic_welding|hot_plate_welding|adhesive|mechanical_fastening,NOT_FOUND,V-2,8.5,3,2,4-8,5,rod|bar|sheet|tube|injection_molded,3,Gears and bearings in humid environments; outdoor structural brackets; marine components; food processing parts.,These are equilibrium moisture-conditioned properties (50% RH) - more representative for most real-world applications than dry-as-molded. Use these values for design unless parts will be kept dry. Same chemical sensitivities as dry grade.,Kalpakjian Ch.10|Shigley A-26|Cardarelli §4.1|MatWeb,"Nylon 6/6 (PA66, Moisture Conditioned) is a plastic_thermoplastic with a yield strength of 55 MPa (conditioned). More representative of real-world service than dry-as-molded values. Typical applications include: Gears and bearings in humid environments, outdoor structural brackets, marine components. Key engineering considerations: These are equilibrium moisture properties at 50% RH. Use these for design unless part is kept permanently dry.",
pl_polycarbonate,"Polycarbonate (PC, General)",NOT_FOUND,NOT_FOUND,plastic_thermoplastic,general_purpose,62,65,110,NOT_FOUND,75,NOT_FOUND,2.4,1200,125,-40,115,4,2,3,4,1,1,2,3,2,3,Ultrasonic welding. Solvent bonding with methylene chloride. Adhesive with epoxy.,ultrasonic_welding|solvent_bonding|adhesive|mechanical_fastening,NOT_FOUND,V-2,0.35,3,2,4-8,5,sheet|rod|tube|injection_molded,3,Safety glasses lenses; machine guards; light covers; electronic enclosures; medical devices; CDs and DVDs; bulletproof glazing.,"Outstanding impact resistance - virtually unbreakable. Attacked by strong alkalis, aromatic solvents, and ketones. UV degrades surface unless UV-stabilized grade used. Stress cracking risk with many chemicals. Not for continuous outdoor exposure without UV coating.",Kalpakjian Ch.10|Shigley A-26|Cardarelli §4.1|MatWeb,"Polycarbonate (PC, General) is a plastic_thermoplastic with a yield strength of 62 MPa. Outstanding impact resistance. Typical applications include: Safety glasses lenses, machine guards, light covers, electronic enclosures, medical devices. Key engineering considerations: Outstanding impact resistance - virtually unbreakable. Attacked by strong alkalis and aromatic solvents. UV degrades surface without UV-stabilized grade.",
pl_hdpe,HDPE (High-Density Polyethylene),NOT_FOUND,NOT_FOUND,plastic_thermoplastic,general_purpose,26,28,800,NOT_FOUND,60,NOT_FOUND,1.0,950,80,-50,80,5,5,5,5,1,4,5,5,5,2,Hot-plate or butt welding. Electrofusion welding for pipe. Adhesive bonding difficult - requires surface treatment.,hot_plate_welding|electrofusion_welding|mechanical_fastening,NOT_FOUND,HB,0.01,3,1,1-3,5,sheet|rod|tube|pipe|injection_molded,2,Chemical storage tanks; cutting boards; pipe systems; playground equipment; marine dock fenders; food containers; geomembranes.,Excellent chemical resistance but very low strength. Cannot be bonded with standard adhesives without surface treatment (flame or corona). Creeps significantly under sustained load. Not for structural applications. UV grades available for outdoor use.,Kalpakjian Ch.10|Cardarelli §4.1|MatWeb,"HDPE (High-Density Polyethylene) is a plastic_thermoplastic with a yield strength of 26 MPa. Excellent chemical resistance (5/5 across most environments). Typical applications include: Chemical storage tanks, cutting boards, pipe systems, playground equipment, marine dock fenders. Key engineering considerations: Very low strength. Cannot be bonded with standard adhesives. Creeps under sustained load.",
pl_ptfe,"PTFE (Polytetrafluoroethylene, Teflon)",NOT_FOUND,NOT_FOUND,plastic_thermoplastic,sintered,14,31,300,NOT_FOUND,55,NOT_FOUND,0.5,2200,260,-200,260,5,5,5,5,2,5,5,5,5,1,Cannot be conventionally welded or bonded. Mechanical fastening or PTFE tape compression seals only.,mechanical_fastening|compression_seal,NOT_FOUND,HB,0.01,5,3,15-40,3,rod|bar|sheet|tube|tape,2,Seals and gaskets; non-stick cookware coating; chemical pipe liners; electrical insulation; bearing pads; laboratory equipment; valve seats.,Outstanding chemical resistance to virtually all chemicals - one of few materials resistant to hydrofluoric acid. Cannot be injection molded - requires sintering. Extremely poor adhesion - nothing sticks to it. Cold-flows (creeps) under load. Expensive. Not for structural applications.,Kalpakjian Ch.10|Cardarelli §4.1|MatWeb,"PTFE (Polytetrafluoroethylene) is a plastic_thermoplastic with a yield strength of 14 MPa. Outstanding chemical resistance to virtually all chemicals. Typical applications include: Seals and gaskets, chemical pipe liners, electrical insulation, bearing pads, laboratory equipment. Key engineering considerations: Outstanding chemical resistance. Cannot be welded or bonded. Cold-flows under load. Cannot be injection molded.",
pl_pom,"POM / Acetal (Delrin, General)",NOT_FOUND,NOT_FOUND,plastic_thermoplastic,general_purpose,68,70,40,NOT_FOUND,80,NOT_FOUND,3.1,1410,90,-40,90,4,3,3,4,1,2,3,4,3,3,Ultrasonic welding. Hot-plate welding. Adhesive bonding difficult.,ultrasonic_welding|hot_plate_welding|mechanical_fastening,NOT_FOUND,HB,0.25,4,2,5-10,5,rod|bar|sheet|tube|injection_molded,3,Precision gears; bearings; bushings; fasteners; plumbing fittings; pump components; door handles; zippers; fuel system parts.,"Excellent dimensional stability and low friction - the go-to plastic for precision mechanical parts. Attacked by strong acids and oxidizing agents. Degrades near open flames - produces formaldehyde gas. Not for contact with strong acids. Two types: homopolymer (Delrin - better strength) and copolymer (better chemical resistance, easier to machine).",Kalpakjian Ch.10|Shigley A-26|Cardarelli §4.1|MatWeb,"POM / Acetal (Delrin) is a plastic_thermoplastic with a yield strength of 68 MPa. Excellent dimensional stability and low friction. Typical applications include: Precision gears, bearings, bushings, fasteners, plumbing fittings, pump components. Key engineering considerations: Excellent dimensional stability and low friction. Attacked by strong acids. Degrades near open flames producing formaldehyde gas.",
pl_polypropylene,"Polypropylene (PP, Homopolymer)",NOT_FOUND,NOT_FOUND,plastic_thermoplastic,homopolymer,35,33,150,NOT_FOUND,65,NOT_FOUND,1.5,905,100,-10,100,5,4,5,4,1,3,4,5,4,2,Hot-plate welding. Ultrasonic welding (requires special tooling). Difficult to adhesive bond.,hot_plate_welding|ultrasonic_welding|mechanical_fastening,NOT_FOUND,HB,0.03,3,1,1-3,5,sheet|rod|tube|pipe|injection_molded,2,Food containers; medical syringes; automotive battery cases; living hinges; rope; packaging; laboratory ware; chemical tanks.,Outstanding chemical resistance and lowest density of common plastics. Brittle below -10 C - use copolymer for cold environments. Fatigue-resistant for living hinges. UV degrades without stabilizer. Poor adhesion - difficult to bond. Not for hot water above 100 C.,Kalpakjian Ch.10|Cardarelli §4.1|MatWeb,"Polypropylene (PP, Homopolymer) is a plastic_thermoplastic with a yield strength of 35 MPa. Lowest density of common structural plastics. Typical applications include: Food containers, medical syringes, automotive battery cases, living hinges, rope, packaging. Key engineering considerations: Outstanding chemical resistance. Brittle below -10 C. UV degrades without stabilizer. Poor adhesion.",
pl_pvc_rigid,"PVC (Rigid, uPVC)",NOT_FOUND,NOT_FOUND,plastic_thermoplastic,rigid_unplasticized,55,52,40,NOT_FOUND,75,NOT_FOUND,3.0,1400,60,-15,60,5,3,4,4,1,3,4,4,4,4,Solvent cementing with THF-based cement. Hot-gas welding. Ultrasonic welding.,solvent_bonding|hot_gas_welding|ultrasonic_welding|mechanical_fastening,NOT_FOUND,V-0,0.4,3,1,1-3,5,sheet|rod|tube|pipe|profile,2,Drainage and water supply pipe; window frames; cable insulation; chemical tanks; gutters; siding; conduit.,"Releases toxic HCl gas when burned or overheated - handle with care during processing. Attacked by THF, ketones, and aromatic solvents. Becomes brittle at low temperatures. Softens above 60 C. Excellent flame resistance (self-extinguishing). Do not use near open flames or high heat sources.",Kalpakjian Ch.10|Cardarelli §4.1|MatWeb,"PVC (Rigid, uPVC) is a plastic_thermoplastic with a yield strength of 55 MPa. Excellent flame resistance - self-extinguishing. Typical applications include: Drainage and water supply pipe, window frames, cable insulation, chemical tanks, gutters, siding. Key engineering considerations: Releases toxic HCl gas when burned. Attacked by ketones and aromatic solvents. Becomes brittle at low temperatures.",
pl_epoxy_cast,"Epoxy Resin (Cast, Unfilled)",NOT_FOUND,NOT_FOUND,plastic_thermoset,cast_cured,60,80,4,NOT_FOUND,85,NOT_FOUND,3.5,1200,120,-40,120,4,3,3,4,1,2,3,4,3,1,Cannot be welded. Adhesive bonding excellent - epoxy bonds to almost everything. Mechanical fastening.,adhesive|mechanical_fastening,NOT_FOUND,HB,0.1,3,2,5-15,4,cast|laminate|potting_compound,2,Adhesives; electrical potting and encapsulation; tooling and molds; coatings; printed circuit boards; composite matrix resin.,Brittle - low impact resistance. Cannot be re-melted or reformed after curing. Mix ratio and cure temperature critical for full properties. Some formulations require elevated temperature post-cure. Skin sensitizer - use PPE during mixing.,Kalpakjian Ch.10|Cardarelli §4.2|MatWeb,"Epoxy Resin (Cast, Unfilled) is a plastic_thermoset with a yield strength of 60 MPa. Excellent adhesive bonding to most substrates. Typical applications include: Adhesives, electrical potting and encapsulation, tooling and molds, coatings, PCBs, composite matrix resin. Key engineering considerations: Brittle - low impact resistance. Cannot be re-melted. Mix ratio and cure temperature critical. Skin sensitizer.",
pl_phenolic,"Phenolic (Bakelite, General)",NOT_FOUND,NOT_FOUND,plastic_thermoset,compression_molded,55,70,1,NOT_FOUND,90,NOT_FOUND,7.0,1350,150,-40,150,3,3,3,4,2,2,3,3,2,1,Cannot be welded or solvent bonded. Adhesive bonding with epoxy. Mechanical fastening.,adhesive|mechanical_fastening,NOT_FOUND,HB,0.3,4,1,2-5,4,molded|sheet|rod|tube,2,Electrical insulators; circuit breakers; handles and knobs; brake linings; distributor caps; cookware handles.,Oldest synthetic plastic. Very brittle - low impact resistance. High hardness and good dimensional stability. Cannot be thermally recycled. Requires compression molding - not injection moldable in most formulations. Good heat resistance but chars rather than melts.,Kalpakjian Ch.10|Cardarelli §4.2|MatWeb,"Phenolic (Bakelite) is a plastic_thermoset with a yield strength of 55 MPa. Excellent electrical insulation and heat resistance. Typical applications include: Electrical insulators, circuit breakers, handles and knobs, brake linings, distributor caps. Key engineering considerations: Very brittle. Cannot be thermally recycled. Requires compression molding. Good heat resistance but chars rather than melts.",
cer_alumina_96,Alumina Al2O3 (96% purity),NOT_FOUND,NOT_FOUND,ceramic_oxide,sintered,NOT_FOUND,300,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,370,3800,1600,0,NOT_FOUND,5,4,5,5,5,5,5,5,5,1,Cannot be welded. Brazing with active metal brazes possible. Mechanical fastening with care - brittle.,active_metal_brazing|mechanical_fastening,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,3,10-30,3,rod|tube|plate|custom_sintered,2,Wear-resistant components; electrical insulators; cutting tool substrates; thermocouple protection tubes; pump seals; spark plug bodies; grinding media.,Extremely brittle - zero ductility. Fails catastrophically in tension. Design for compression loading. Cannot be machined after sintering except by diamond grinding. Thermal shock sensitive - avoid rapid temperature changes. Outstanding wear and corrosion resistance.,Kalpakjian Ch.11|Cardarelli §5.1|MatWeb,"Alumina Al2O3 (96% purity) is a ceramic_oxide with a flexural strength of 300 MPa. Outstanding wear resistance, hardness, and electrical insulation. Typical applications include: Wear-resistant components, electrical insulators, cutting tool substrates, pump seals, spark plug bodies. Key engineering considerations: Extremely brittle - zero ductility. Design for compression. Cannot be machined after sintering except by diamond grinding. Thermal shock sensitive.",
cer_sic,Silicon Carbide (Sintered SiC),NOT_FOUND,NOT_FOUND,ceramic_carbide,pressureless_sintered,NOT_FOUND,400,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,410,3100,1650,0,NOT_FOUND,5,5,5,5,5,5,5,5,5,1,Cannot be welded. Brazing with active metal brazes. Mechanical fastening only.,active_metal_brazing|mechanical_fastening,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,4,30-100,2,rod|tube|plate|custom_sintered,2,Mechanical seals; pump faces; abrasive jet nozzles; kiln furniture; heat exchangers at extreme temperature; semiconductor processing.,Hardest common engineering ceramic. Extremely brittle - zero ductility. Best ceramic for combined high temperature and chemical resistance. More thermal shock resistant than alumina. Very expensive and difficult to machine - diamond tooling only. Not for applications with high tensile or impact loads.,Kalpakjian Ch.11|Cardarelli §5.2|MatWeb,"Silicon Carbide (Sintered SiC) is a ceramic_carbide with a flexural strength of 400 MPa. Outstanding hardness, wear resistance, and high-temperature stability. Typical applications include: Mechanical seals, pump faces, abrasive jet nozzles, kiln furniture, heat exchangers at extreme temperature. Key engineering considerations: Hardest common engineering ceramic. Extremely brittle. Very expensive and difficult to machine - diamond tooling only.",
cer_borosilicate_glass,Borosilicate Glass (Pyrex type),NOT_FOUND,NOT_FOUND,ceramic_glass,annealed,NOT_FOUND,70,0,NOT_FOUND,NOT_FOUND,NOT_FOUND,63,2230,500,0,NOT_FOUND,5,4,5,5,3,5,4,5,5,1,Cannot be conventionally welded or bonded. Flame working possible. Epoxy adhesive bonding.,flame_working|adhesive|mechanical_fastening,NOT_FOUND,NOT_FOUND,NOT_FOUND,5,2,5-20,4,tube|rod|sheet|custom_blown,1,Laboratory glassware; sight glasses; pharmaceutical packaging; telescope mirrors; cooking vessels; chemical reaction vessels.,Brittle - zero ductility. Stress concentrations from scratches or chips cause sudden failure. Low thermal expansion gives good thermal shock resistance vs soda-lime glass. Not for applications with tensile stress or impact. Handle with care. Inspect for chips before pressurizing.,Kalpakjian Ch.11|Cardarelli §5.3|MatWeb,"Borosilicate Glass (Pyrex type) is a ceramic_glass with a flexural strength of 70 MPa. Good thermal shock resistance and excellent chemical resistance. Typical applications include: Laboratory glassware, sight glasses, pharmaceutical packaging, telescope mirrors, cooking vessels. Key engineering considerations: Brittle - zero ductility. Stress concentrations from scratches cause sudden failure. Not for applications with tensile stress or impact.",
comp_cfrp_ud,"CFRP (Carbon Fibre, Unidirectional, 0 deg)",NOT_FOUND,NOT_FOUND,composite_cfrp,epoxy_matrix_UD,1500,1600,1.5,NOT_FOUND,NOT_FOUND,NOT_FOUND,135,1600,120,-55,NOT_FOUND,4,3,3,4,1,2,3,3,2,1,Cannot be welded. Mechanical fastening (requires metal inserts or close-tolerance holes). Adhesive bonding with structural epoxy.,adhesive|mechanical_fastening_with_insert,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,5,50-200,3,prepreg|woven_fabric|pultruded_rod|tube,4,Aerospace structural panels; racing car monocoques; bicycle frames; wind turbine blades; pressure vessels; sports equipment.,Properties are highly directional - 0 degree values shown. Transverse (90 deg) strength is only ~50 MPa. Must design layup for multi-directional loading. Galvanic corrosion with aluminium - must isolate. Catastrophic brittle failure with no warning. Difficult and expensive to repair. Dust from cutting is a health hazard.,Kalpakjian Ch.10|Cardarelli §6.1|MechaniCalc|MatWeb,"CFRP (Carbon Fibre, Unidirectional) is a composite_cfrp with a tensile strength of 1600 MPa (0 degree). Highest specific strength and stiffness of common engineering materials. Typical applications include: Aerospace structural panels, racing car monocoques, bicycle frames, wind turbine blades. Key engineering considerations: Highly directional - design layup carefully. Galvanic corrosion with aluminium. Catastrophic brittle failure. Expensive.",
comp_cfrp_qiso,"CFRP (Carbon Fibre, Quasi-Isotropic Layup)",NOT_FOUND,NOT_FOUND,composite_cfrp,epoxy_matrix_quasi_isotropic,550,600,1.0,NOT_FOUND,NOT_FOUND,NOT_FOUND,70,1600,120,-55,NOT_FOUND,4,3,3,4,1,2,3,3,2,1,Cannot be welded. Mechanical fastening with metal inserts. Adhesive bonding with structural epoxy.,adhesive|mechanical_fastening_with_insert,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,5,50-200,3,prepreg|woven_fabric,3,Structural panels with multi-directional loading; aircraft skins; automotive body panels; industrial enclosures; sporting goods.,Quasi-isotropic layup (0/45/90/-45) gives near-equal properties in all in-plane directions. Lower properties than unidirectional but more practical for general loading. Same galvanic corrosion risk with aluminium. Delamination is the primary failure mode - avoid peel forces.,Kalpakjian Ch.10|Cardarelli §6.1|MechaniCalc|MatWeb,"CFRP (Carbon Fibre, Quasi-Isotropic) is a composite_cfrp with a tensile strength of 600 MPa. Near-equal in-plane properties from (0/45/90/-45) layup. Typical applications include: Structural panels, aircraft skins, automotive body panels, industrial enclosures. Key engineering considerations: Lower than UD but more practical for general loading. Same galvanic corrosion risk with aluminium. Delamination is primary failure mode.",
comp_gfrp_e_glass,"GFRP (E-Glass Fibre, Woven, Epoxy Matrix)",NOT_FOUND,NOT_FOUND,composite_gfrp,epoxy_matrix_woven,250,300,2.0,NOT_FOUND,NOT_FOUND,NOT_FOUND,25,1800,80,-55,NOT_FOUND,4,3,3,4,1,3,4,4,4,1,Cannot be welded. Mechanical fastening. Adhesive bonding with structural epoxy or polyester.,adhesive|mechanical_fastening,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,3,10-30,4,sheet|tube|rod|pultruded|woven_fabric,3,Boat hulls; wind turbine blades; automotive body panels; chemical storage tanks; ladder rails; electrical enclosures; architectural panels.,Much lower cost than CFRP. Electrically non-conductive - ideal for electrical applications. No galvanic corrosion risk. Lower stiffness and strength than CFRP but adequate for many applications. Resin matrix limits max temperature. Glass fibres cause skin irritation during cutting - wear PPE. UV degrades resin surface over time.,Kalpakjian Ch.10|Cardarelli §6.2|MechaniCalc|MatWeb,"GFRP (E-Glass Fibre, Woven Epoxy) is a composite_gfrp with a tensile strength of 300 MPa. Good strength-to-weight ratio at much lower cost than CFRP. Typical applications include: Boat hulls, wind turbine blades, automotive body panels, chemical storage tanks, ladder rails, electrical enclosures. Key engineering considerations: Much lower cost than CFRP. Electrically non-conductive. No galvanic corrosion risk. Resin matrix limits max temperature.",
comp_kevlar_aramid,"Kevlar / Aramid Composite (Woven, Epoxy)",NOT_FOUND,NOT_FOUND,composite_kevlar,epoxy_matrix_woven,400,500,2.5,NOT_FOUND,NOT_FOUND,NOT_FOUND,70,1380,80,-55,NOT_FOUND,4,3,3,4,1,3,3,3,3,1,Cannot be welded. Mechanical fastening. Adhesive bonding with structural epoxy.,adhesive|mechanical_fastening,NOT_FOUND,NOT_FOUND,NOT_FOUND,4,5,60-200,3,woven_fabric|prepreg,3,Ballistic protection (body armour); pressure vessels; racing car safety structures; boat hulls; sports helmets; cut-resistant gloves.,Outstanding toughness and impact resistance - energy absorbing. Very difficult to cut - requires special scissors or diamond blade. Poor compression strength - do not use as primary compression member. Absorbs moisture - moisture degrades properties slightly. Fibres are difficult to machine cleanly.,Kalpakjian Ch.10|Cardarelli §6.3|MatWeb,"Kevlar / Aramid Composite (Woven, Epoxy) is a composite_kevlar with a tensile strength of 500 MPa. Outstanding impact resistance and energy absorption. Typical applications include: Ballistic protection, pressure vessels, racing car safety structures, boat hulls, sports helmets. Key engineering considerations: Outstanding toughness. Very difficult to cut. Poor compression strength. Absorbs moisture slightly.",
